Writer,Title,Song
Abdul Alim,আর কতকাল ভাসবো আমি,"আর কতকাল ভাসবো আমি

দুঃখের সারী গাইয়া

জনম গেল ঘাটে ঘাটে আমার

জনম গেল ঘাটে ঘাটে

ভাঙা তরী বাইয়া রে আমার

ভাঙ্গা তরী বাইয়া।।

পরের বোঝা বইয়া বইয়া

নৌকার গলুই গেছে খইয়ারে।

আমার নিজের বোঝা কে বলিবে রে।

রাখবো কোথায় যাওয়ারে আমি

রাখবো কোথায় যাওয়া।।

এই জীবনে দেখলাম নদীর

কতই ভাঙা গড়া

আমার দেহতরী ভাঙলো শুধু

না জাগিলো চড়া

আমার ভবে কেউ কি আছে

দুঃখ কবো তাহার কাছে রে

আমি রইলাম শুধু দয়াল আল্লাহ রে

আমি রইলাম শুধু দয়াল আল্লাহ

তোমার পানে চাইয়া রে

আমি তোমার পানে চাইয়া।।"
Abdul Alim,পরের জায়গা পরের জমিন,"পরের জায়গা পরের জমিন

ঘর বানাইয়া আমি রই

আমি তো এই ঘরের মালিক নই।।

সেই ঘরখানা যার জমিদারি

আমি পাইনা তাহার হুকুমদারী

আমি পাইনা জমিদারের দেখা ।।

মনের দুঃখ কারে কই।।

জমিদারের ইচ্ছামত দেই না জমি চাষ

তাইতো ফসল ফলে না রে

দুঃখ বারো মাস।।

আমি খাজনাপাতি সবই দিলাম

তবু জমিন আমার হয় যে নীলাম ।।

আমি চলি যে তার মন জোগাইয়া

দাখিলায় মেলে না সই।।

পরের জায়গা পরের জমিন

ঘর বানাইয়া আমি রই

আমি তো এই ঘরের মালিক নই।।"
