Writer,Title,Song
Procolito,সাধের লাউ,"ভালবাসা এই জনমে আমি পাইলাম না

কোথায় আছি কোথায় যাব কিছু জানি না,

ও আমি কিছুই জানি না…

(ভাগ্য যার মন্দ হয় কপাল তার সুখ না সয়

এই জনমে আইজ আমি সুখ তো পাইলাম না

ও আমি সুখ তো পাইলাম না…

তাকধুমাধুম তাকধুমাধুম

মোদের চোখে নাই তো ঘুম।

গ্রামে গঞ্জে মাঠে ঘাটে

সকাল দুপুর রাত্রি কাটে

তাকধুমাধুম তাকধুমাধুম

মোদের চোখে নাই তো ঘুম।)

লাউ, বানাইলো মোরে বৈরাগী

সাধের লাউ বানাইলো মোরে বৈরাগী

লাউয়ের আগা খাইলাম ডোগাগো খাইলাম

আগা খাইলাম গো।

লাউ দে বালাইলাম ডুগডুগি

(হায়রে) লাউ দে বালাইলাম তরকারি

সাধের লাউ বানাইলো মোরে বৈরাগী।

আমি গয়া গেলাম কাশি গো গেলাম

গয়া গেলাম গো

আমি গয়া গেলাম কাশি গো গেলাম

সঙ্গে নাই মোর বৈষ্ণবী

সঙ্গে নাই মোর বৈষ্ণবী

সাধের লাউ বানাইলো মোরে বৈরাগী

লাউয়ে এতো মধু করলো গো যাদু

এতো মধু গো

লাউয়ে এতো মধু করলো গো যাদু

লাউ করলাম সঙ্গের সঙ্গী

(হায়রে) লাউ করলাম সঙ্গের সঙ্গী

সাধের লাউ বানাইলো মোরে বৈরাগী

লাউয়ের আগা খাইলাম ডোগাগো খাইলাম

আগা খাইলাম গো।

লাউ দে বালাইলাম ডুগডুগি

(হায়রে) লাউ দে বালাইলাম তরকারি

সাধের লাউ বানাইলো মোরে বৈরাগী।

লাউয়ের আগা খাইলাম ডোগাগো খাইলাম

আগা খাইলাম গো।

লাউ দে বালাইলাম ডুগডুগি

(হায়রে) লাউ দে বালাইলাম তরকারি

সাধের লাউ বানাইলো মোরে বৈরাগী।

(তাকধুমাধুম তাকধুমাধুম

মোদের চোখে নাই তো ঘুম।

গ্রামে গঞ্জে মাঠে ঘাটে

সকাল দুপুর রাত্রি কাটে

তাকধুমাধুম তাকধুমাধুম

মোদের চোখে নাই তো ঘুম।)"
Procolito,মাঝি বাইয়া যাও রে,"মাঝি বাইয়া যাও রে।

অকুল দরিয়ার মাঝে

আমার ভাঙা নাও রে।।

ভেন্না কাষ্ঠের নৌকা খানি।

মাঝখানে তার বুরা

(নৌকার) আগার থাইকা পাছায় গেলে।

গলুই যাবে খইয়া রে।।

দীক্ষা শিক্ষা না হইতে

আগে করছো বিয়া।

(তুমি) বিনে খতে গোলাম হইলে

গাইটের টাকা দিয়া রে।।

বিদেশে বিপাকে যারও

বেটা মারা যায়।

পাড়া-পরশি না জানিয়ে

জানে তারও মা’য়ও রে।।"
Procolito,সাধের লাউ বানাইলো মোরে বৈরাগী,"সাধের লাউ বানাইলো মোরে বৈরাগী

লাউয়ের আগা খাইলাম,

ডোগা গো খাইলাম

লাউ দি বানাইলাম ডুগডুগী।।

লাউয়ের এত মধু

জানে গো যাদু, (এত মধু গো)

লাউ ধরলাম সঙ্গের সংগী।।

আমি গয়া গেলাম

কাশী গো গেলাম, (গয়া গেলাম গো)

সঙ্গে নাই মোর বৈষ্ণবী।।"
Procolito,বিচ্ছেদের অনলে সদাই অঙ্গ জ্বলে,"বিনয় করি গো প্রিয় আয় আয় রে

বিচ্ছেদের অনলে সদাই অঙ্গ জ্বলে

বিনয় করি গো প্রিয়া আয় আয় রে।।

তোমারও তাড়না শরীরে সহে না

সহজ অবলা এ মন

বন্ধু বন্ধু বলে ঝাঁপিবো ঐ জলে

বিনয় করি গো প্রিয় আয় আয় রে।।

আগে না জানিয়া প্রেমেতে মজিয়া

কাঁন্দিয়া জনমও গেলো

দিয়া প্রেমের জ্বালা

হারাইলো এই বেলা

কোথায় লুকাইলি প্রিয় আয় আয়রে

বিনয় করি গো প্রিয় আয় আয় রে।।"
Procolito,দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা,"দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা।

তারে ধরি ধরি মনে করি

ধরতে গিয়ে আর পেলাম না।।

সে মানুষ চেয়ে চেয়ে খুজেতেছি পাগল হয়ে।

হৃদয়ে জ্বলছে আগুন আর নিভে না।

এখন বলে বলুক মন্দ লোকে

বিরহে প্রাণ আর বাঁচে না।

দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা।।

পথিক কয় ভেবো নারে ডুবে যাও রূপসাগরে।

বিরলে বসে করো রূপসাধনা।

আবার ধরতে গেলে মনের মানুষ

ছেড়ে যেতে আর দিওনা।

দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা।।"
Procolito,বনমালী তুমি পরজনমে হইও রাধা,"আমি মরিয়া হইবো শ্রীনন্দের নন্দন

তোমাকে বানাবো আধা

বনমালী তুমি পরজনমে হইও রাধা ।।

তুমি আমারই মতন কান্দিয়া কান্দিও

কৃষ্ণ কৃষ্ণ নাম বদনে বলিও ।।

যাইও যমুনার ঐ ঘাটে যাইও

আমার রঙ্গটি ছিল কত সাদা

বনমালী তুমি পরজনমে হইও রাধা ।।

তুমি আমারই মতন জ্বলিও জ্বলিও

বিরহ কুসুম হার গলেতে পরিও ।।

ঐ প্রেম না করিয়া

ছিলেম তো ভাল

আমার মনটি ছিল কত সাদা

বনমালী তুমি পরজনমে হইও রাধা ।।

ভাবিয়া সরোজ কয়

ঐ কৃষ্ণ ফদ

প্রেমেরও মায়া ডরে বান্ধিও বান্ধিও ।।

তুমি বুঝবে তখন ।।

নারীর কি বেদন

রাধার প্রাণে ছিল কত ব্যথা

বনমালী তুমি পরজনমে হইও রাধা ।।"
