Writer,Title,Song,syn_prompt
Amitav Reza,এই শহর আমার,"তুমি যদি বলো

ভোরের বেলার কাক

শব্দ করা একলা ইস্টিমার

ফেরিওলার হাক

লাঠি হাতে ডাকাত সর্দার

রাত জাগা হাইওয়ে

ঘুমিয়ে পরা কোনো এক ড্রাইভার

এই শহর আমার

এই মানুষ আমার ||

তুমি শুনতে কি পাও

ভিড়ের মাঝে কেউ ||

মতিঝিলের শাপলা ফুলের পানি

স্কুল বালিকার সবুজ ড্রেস খানি ||

গোরস্থানে ফকির

মাজারে মাজারে জিকির

এই শহর আমার

এই মানুষ আমার ||",
